_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
789350,,Traffic Calming,0,30.0,55.0,19,28.0,50% + 1 of ballots received by voters,8,53.0,2.0,3,2017-01-04,0.0,55.0,2019-01-05,2016-12-05,18.0,60% of received ballots,TCP 2016-214,574.0,In Favour,57.0,Yes
789351,,Traffic Calming,0,70.0,163.0,41,74.0,50% + 1 of ballots received by voters,25,146.0,17.0,4,2017-01-05,0.0,163.0,2019-01-06,2016-12-06,,60% of received ballots,TCP 2016-215,575.0,Response Rate Not Met,176.0,No
789352,215 Wanless Ave,Appeal - Front Yard Parking,0,33.0,42.0,31,11.0,25% of ballots received by voters,1,42.0,0.0,1,2017-01-07,0.0,42.0,2020-01-08,2016-12-08,18.0,50% + 1 of received ballots,FYPA 2016-216,576.0,In Favour,51.0,Yes
789353,54 Beresford Ave,Appeal - Front Yard Parking,0,25.0,97.0,20,24.0,25% of ballots received by voters,4,94.0,3.0,1,2017-01-11,0.0,97.0,2020-01-12,2016-12-12,14.0,50% + 1 of received ballots,FYPA 2016-217,577.0,In Favour,114.0,Yes
789354,7 Durie St,Appeal - Front Yard Parking,0,29.0,65.0,12,16.0,25% of ballots received by voters,17,61.0,4.0,0,2017-01-11,1.0,65.0,2020-01-12,2016-12-12,16.0,50% + 1 of received ballots,FYPA 2016-218,578.0,Opposed,73.0,Yes
789355,61 Forest Hill Rd,Appeal - Front Yard Parking,0,16.0,38.0,12,9.0,25% of ballots received by voters,4,36.0,2.0,0,2017-01-13,0.0,38.0,2020-01-14,2016-12-14,9.0,50% + 1 of received ballots,FYPA 2016-219,579.0,In Favour,38.0,Yes
789356,220 Roselawn Ave,Appeal - Front Yard Parking,0,32.0,66.0,30,16.0,25% of ballots received by voters,2,64.0,2.0,0,2017-01-21,7.0,66.0,2020-01-22,2016-12-22,17.0,50% + 1 of received ballots,FYPA 2016-220,580.0,In Favour,73.0,Yes
789357,76 Duggan Ave,Appeal - Front Yard Parking,0,54.0,96.0,50,23.0,25% of ballots received by voters,0,92.0,4.0,4,2017-01-18,1.0,96.0,2020-01-19,2016-12-19,28.0,50% + 1 of received ballots,FYPA 2016-221,581.0,In Favour,106.0,Yes
789358,88 Balmoral Ave,Appeal - Front Yard Parking,0,53.0,135.0,22,34.0,25% of ballots received by voters,27,135.0,0.0,4,2017-01-11,0.0,135.0,2020-01-12,2016-12-12,28.0,50% + 1 of received ballots,FYPA 2016-222,582.0,Opposed,151.0,Yes
789359,103 Roslin Ave,Appeal - Front Yard Parking,0,26.0,70.0,12,18.0,25% of ballots received by voters,9,69.0,1.0,5,2017-01-18,0.0,70.0,2020-01-19,2016-12-19,14.0,50% + 1 of received ballots,FYPA 2016-223,583.0,Opposed,80.0,Yes
789360,251 Oakwood Ave,Front Yard Parking,0,46.0,107.0,40,23.0,25% of ballots received by voters,1,90.0,17.0,5,2017-01-18,2.0,107.0,2020-01-19,2016-12-19,24.0,50% + 1 of received ballots,FYP 2016-224,584.0,In Favour,173.0,Yes
789361,425 Willard Ave,Front Yard Parking,0,41.0,65.0,41,16.0,25% of ballots received by voters,0,61.0,4.0,0,2017-01-19,0.0,65.0,2020-01-20,2016-12-20,22.0,50% + 1 of received ballots,FYP 2016-225,585.0,In Favour,80.0,Yes
789362,13 Chilton Rd,Front Yard Parking,0,28.0,39.0,24,9.0,25% of ballots received by voters,0,35.0,4.0,4,2017-01-19,0.0,39.0,2020-01-20,2016-12-20,15.0,50% + 1 of received ballots,FYP 2016-226,586.0,In Favour,40.0,Yes
789363,,Permit Parking,0,40.0,140.0,16,35.0,25% of ballots received by voters,17,139.0,1.0,7,2017-02-11,0.0,140.0,2019-02-12,2017-01-12,21.0,50% + 1 of received ballots,PPP 2016-227,587.0,Opposed,164.0,Yes
789364,97 Harbord St,Boulevard Cafe,0,25.0,92.0,15,23.0,25% of ballots received by voters,7,91.0,1.0,3,2017-03-11,0.0,92.0,2019-03-12,2017-02-09,14.0,50% + 1 of received ballots,BCP 2016-228,588.0,In Favour,107.0,Yes
789365,,Permit Parking,0,56.0,205.0,44,51.0,25% of ballots received by voters,8,203.0,2.0,4,2017-01-20,0.0,205.0,2019-01-21,2016-12-21,29.0,50% + 1 of received ballots,PPP 2016-229,589.0,In Favour,206.0,Yes
789366,,Permit Parking,0,10.0,22.0,7,5.0,25% of ballots received by voters,3,18.0,4.0,0,2017-02-08,0.0,22.0,2019-02-09,2017-01-09,6.0,50% + 1 of received ballots,PPP 2016-230,590.0,In Favour,23.0,Yes
789367,111 Auburn Ave,Front Yard Parking,0,34.0,76.0,29,19.0,25% of ballots received by voters,0,76.0,0.0,5,2017-01-20,0.0,76.0,2020-01-21,2016-12-21,18.0,50% + 1 of received ballots,FYP 2016-231,591.0,In Favour,94.0,Yes
789368,2256 Bloor St W,Boulevard Cafe,0,35.0,65.0,25,16.0,25% of ballots received by voters,10,64.0,1.0,0,2017-02-09,0.0,65.0,2019-02-10,2017-01-10,19.0,50% + 1 of received ballots,BCP 2016-232,592.0,In Favour,81.0,Yes
789369,493A Hopewell Ave,Front Yard Parking,0,16.0,54.0,13,13.0,25% of ballots received by voters,1,52.0,2.0,2,2017-02-10,0.0,54.0,2020-02-11,2017-01-11,9.0,50% + 1 of received ballots,FYP 2016-233,593.0,In Favour,76.0,Yes
789370,396 Old Orchard Grv,Front Yard Parking,0,27.0,60.0,25,14.0,25% of ballots received by voters,1,55.0,5.0,1,2017-02-10,0.0,60.0,2020-02-11,2017-01-11,15.0,50% + 1 of received ballots,FYP 2016-234,594.0,In Favour,83.0,Yes
789371,10 Thornhill Ave,Front Yard Parking,0,36.0,50.0,33,12.0,25% of ballots received by voters,2,47.0,3.0,1,2017-02-11,0.0,50.0,2020-02-12,2017-01-12,19.0,50% + 1 of received ballots,FYP 2016-235,595.0,In Favour,52.0,Yes
789372,281 Willow Ave (former Toronto),Front Yard Parking,0,45.0,133.0,36,33.0,25% of ballots received by voters,4,132.0,1.0,5,2017-02-10,0.0,133.0,2020-02-11,2017-01-11,24.0,50% + 1 of received ballots,FYP 2016-236,596.0,In Favour,151.0,Yes
789373,248 Glen Manor Dr W,Front Yard Parking,0,5.0,11.0,4,3.0,25% of ballots received by voters,0,11.0,0.0,1,2017-02-18,1.0,11.0,2020-02-19,2017-01-19,4.0,50% + 1 of received ballots,FYP 2016-237,597.0,In Favour,12.0,Yes
789374,23 Hollis St,Front Yard Parking,0,24.0,40.0,24,10.0,25% of ballots received by voters,0,40.0,0.0,0,2017-02-11,0.0,40.0,2020-02-12,2017-01-12,13.0,50% + 1 of received ballots,FYP 2016-238,598.0,In Favour,49.0,Yes
789375,,Permit Parking,0,26.0,61.0,12,15.0,25% of ballots received by voters,11,58.0,3.0,3,2017-02-16,0.0,61.0,2019-02-17,2017-01-17,14.0,50% + 1 of received ballots,PPP 2017-001,599.0,Opposed,67.0,Yes
789376,,Permit Parking,0,66.0,121.0,16,30.0,25% of ballots received by voters,47,119.0,2.0,3,2017-02-18,1.0,121.0,2019-02-19,2017-01-19,34.0,50% + 1 of received ballots,PPP 2017-002,600.0,Opposed,150.0,Yes
789377,64 Hounslow Heath Rd,Appeal - Front Yard Parking,0,34.0,107.0,31,26.0,25% of ballots received by voters,2,103.0,4.0,1,2017-03-02,0.0,107.0,2020-03-03,2017-01-31,18.0,50% + 1 of received ballots,FYPA 2017-003,601.0,In Favour,141.0,Yes
789378,9 Ravenal St,Front Yard Parking,0,56.0,97.0,54,24.0,25% of ballots received by voters,0,94.0,3.0,2,2017-02-24,0.0,97.0,2020-02-25,2017-01-25,29.0,50% + 1 of received ballots,FYP 2017-004,602.0,In Favour,110.0,Yes
789379,3 Sykes Ave,Front Yard Parking,0,13.0,41.0,13,9.0,25% of ballots received by voters,0,35.0,6.0,0,2017-02-23,0.0,41.0,2020-02-24,2017-01-24,8.0,50% + 1 of received ballots,FYP 2017-005,603.0,In Favour,52.0,Yes
789380,26 Melrose Ave,Front Yard Parking,0,35.0,74.0,34,17.0,25% of ballots received by voters,0,67.0,7.0,1,2017-02-25,0.0,74.0,2020-02-26,2017-01-26,19.0,50% + 1 of received ballots,FYP 2017-006,604.0,In Favour,93.0,Yes
789381,560 Willard Ave,Appeal - Front Yard Parking,0,20.0,37.0,4,10.0,25% of ballots received by voters,16,37.0,0.0,0,2017-02-25,0.0,37.0,2020-02-26,2017-01-26,11.0,50% + 1 of received ballots,FYPA 2017-007,605.0,Opposed,48.0,Yes
789382,40 Deforest Rd,Front Yard Parking,0,23.0,31.0,22,8.0,25% of ballots received by voters,1,31.0,0.0,0,2017-02-25,0.0,31.0,2020-02-26,2017-01-26,13.0,50% + 1 of received ballots,FYP 2017-008,606.0,In Favour,36.0,Yes
789383,,Permit Parking,0,15.0,21.0,6,5.0,25% of ballots received by voters,7,19.0,2.0,2,2017-03-03,0.0,21.0,2019-03-04,2017-02-01,9.0,50% + 1 of received ballots,PPP 2017-009,607.0,Opposed,26.0,Yes
789384,,Permit Parking,2,62.0,167.0,32,37.0,25% of ballots received by voters,25,150.0,17.0,3,2017-03-03,0.0,167.0,2019-03-04,2017-02-01,32.0,50% + 1 of received ballots,PPP 2017-010,608.0,In Favour,177.0,Yes
789385,,Permit Parking,0,34.0,57.0,8,14.0,25% of ballots received by voters,26,54.0,3.0,0,2017-03-02,2.0,57.0,2019-03-03,2017-01-31,18.0,50% + 1 of received ballots,PPP 2017-011,609.0,Opposed,65.0,Yes
789386,482 Armadale Ave,Front Yard Parking,0,52.0,111.0,35,28.0,25% of ballots received by voters,14,109.0,2.0,3,2017-03-09,0.0,111.0,2020-03-10,2017-02-07,27.0,50% + 1 of received ballots,FYP 2017-012,610.0,In Favour,130.0,Yes
789387,38 Lessard Ave,Appeal - Front Yard Parking,0,58.0,79.0,53,20.0,25% of ballots received by voters,0,77.0,2.0,5,2017-03-08,0.0,79.0,2020-03-09,2017-02-06,30.0,50% + 1 of received ballots,FYPA 2017-013,611.0,In Favour,92.0,Yes
789388,169 Lee Ave,Front Yard Parking,0,53.0,100.0,50,25.0,25% of ballots received by voters,2,99.0,1.0,1,2017-03-08,0.0,100.0,2020-03-09,2017-02-06,28.0,50% + 1 of received ballots,FYP 2017-014,612.0,In Favour,115.0,Yes
789389,257 Broadway Ave,Front Yard Parking,0,59.0,102.0,57,25.0,25% of ballots received by voters,0,99.0,3.0,2,2017-03-15,0.0,102.0,2020-03-16,2017-02-13,31.0,50% + 1 of received ballots,FYP 2017-015,613.0,In Favour,158.0,Yes
789390,220 Prescott Ave,Appeal - Front Yard Parking,2,79.0,185.0,66,44.0,25% of ballots received by voters,5,175.0,10.0,6,2017-03-23,0.0,185.0,2020-03-24,2017-02-21,41.0,50% + 1 of received ballots,FYPA 2017-016,614.0,In Favour,228.0,Yes
789391,96 Hope St,Appeal - Front Yard Parking,0,28.0,79.0,24,20.0,25% of ballots received by voters,0,78.0,1.0,4,2017-03-23,0.0,79.0,2020-03-24,2017-02-21,15.0,50% + 1 of received ballots,FYPA 2017-017,615.0,In Favour,109.0,Yes
789392,174 Chambers Ave,Front Yard Parking,0,45.0,116.0,40,28.0,25% of ballots received by voters,0,111.0,5.0,5,2017-03-16,0.0,116.0,2020-03-17,2017-02-14,24.0,50% + 1 of received ballots,FYP 2017-018,616.0,In Favour,151.0,Yes
789393,108 Gilbert Ave,Appeal - Front Yard Parking,1,66.0,165.0,53,41.0,25% of ballots received by voters,3,162.0,3.0,9,2017-03-18,0.0,165.0,2020-03-19,2017-02-16,34.0,50% + 1 of received ballots,FYPA 2017-019,617.0,In Favour,205.0,Yes
789394,153 Blackthorn Ave,Appeal - Front Yard Parking,0,54.0,130.0,40,33.0,25% of ballots received by voters,7,129.0,1.0,7,2017-03-23,1.0,130.0,2020-03-24,2017-02-21,28.0,50% + 1 of received ballots,FYPA 2017-020,618.0,In Favour,171.0,Yes
789395,88 Balmoral Ave,Appeal - Front Yard Parking,0,85.0,138.0,59,32.0,25% of ballots received by voters,21,125.0,13.0,5,2017-03-15,3.0,138.0,2020-03-16,2017-02-13,44.0,50% + 1 of received ballots,FYPA 2017-021,619.0,In Favour,154.0,Yes
789396,487 Adelaide St W,Boulevard Cafe,0,3.0,14.0,2,3.0,25% of ballots received by voters,1,11.0,3.0,0,2017-03-29,0.0,14.0,2019-03-30,2017-02-27,3.0,50% + 1 of received ballots,BCP 2017-022,620.0,Opposed,24.0,Yes
789397,1540 Dupont St,Boulevard Cafe,0,42.0,87.0,7,19.0,25% of ballots received by voters,28,75.0,12.0,7,2017-04-05,5.0,87.0,2019-04-06,2017-03-06,22.0,50% + 1 of received ballots,BCP 2017-023,621.0,Opposed,105.0,Yes
789398,42 Chilton Rd,Front Yard Parking,0,46.0,99.0,29,25.0,25% of ballots received by voters,11,99.0,0.0,6,2017-04-12,0.0,99.0,2020-04-13,2017-03-13,24.0,50% + 1 of received ballots,FYP 2017-024,622.0,In Favour,108.0,Yes
789399,127 Memorial Park Ave,Front Yard Parking,0,12.0,26.0,12,7.0,25% of ballots received by voters,0,26.0,0.0,0,2017-04-19,0.0,26.0,2020-04-20,2017-03-20,7.0,50% + 1 of received ballots,FYP 2017-025,623.0,In Favour,26.0,Yes
789400,157 Craighurst Ave,Front Yard Parking,0,52.0,115.0,43,27.0,25% of ballots received by voters,2,108.0,7.0,7,2017-04-13,0.0,115.0,2020-04-14,2017-03-14,27.0,50% + 1 of received ballots,FYP 2017-026,624.0,In Favour,137.0,Yes
789401,25 Mahoney Ave,Front Yard Parking,0,36.0,96.0,30,23.0,25% of ballots received by voters,0,90.0,6.0,6,2017-04-13,0.0,96.0,2020-04-14,2017-03-14,19.0,50% + 1 of received ballots,FYP 2017-027,625.0,In Favour,111.0,Yes
789402,87 Bicknell Ave,Front Yard Parking,0,23.0,40.0,21,10.0,25% of ballots received by voters,0,40.0,0.0,2,2017-04-14,0.0,40.0,2020-04-15,2017-03-15,13.0,50% + 1 of received ballots,FYP 2017-028,626.0,In Favour,58.0,Yes
789403,220 Winona Dr,Front Yard Parking,0,33.0,64.0,25,16.0,25% of ballots received by voters,0,64.0,0.0,8,2017-04-21,0.0,64.0,2020-04-22,2017-03-22,18.0,50% + 1 of received ballots,FYP 2017-029,627.0,In Favour,76.0,Yes
789404,387 Merton St,Front Yard Parking,0,42.0,98.0,29,21.0,25% of ballots received by voters,8,82.0,16.0,5,2017-04-12,0.0,98.0,2020-04-13,2017-03-13,22.0,50% + 1 of received ballots,FYP 2017-030,628.0,In Favour,297.0,Yes
789405,458 Quebec Ave,Front Yard Parking,0,45.0,94.0,36,20.0,25% of ballots received by voters,6,78.0,16.0,3,2017-04-14,0.0,94.0,2020-04-15,2017-03-15,24.0,50% + 1 of received ballots,FYP 2017-031,629.0,In Favour,111.0,Yes
789406,247 Brookdale Ave,Front Yard Parking,0,15.0,34.0,15,9.0,25% of ballots received by voters,0,34.0,0.0,0,2017-04-22,0.0,34.0,2020-04-23,2017-03-23,9.0,50% + 1 of received ballots,FYP 2017-032,630.0,In Favour,41.0,Yes
789407,30 Ravenal St,Appeal - Front Yard Parking,0,47.0,116.0,41,29.0,25% of ballots received by voters,2,115.0,1.0,4,2017-04-19,0.0,116.0,2020-04-20,2017-03-20,25.0,50% + 1 of received ballots,FYPA 2017-033,631.0,In Favour,138.0,Yes
789408,287 Lauder Ave,Appeal - Front Yard Parking,0,40.0,111.0,34,27.0,25% of ballots received by voters,5,105.0,6.0,1,2017-04-21,0.0,111.0,2020-04-22,2017-03-22,21.0,50% + 1 of received ballots,FYPA 2017-034,632.0,In Favour,156.0,Yes
789409,299 Kane Ave,Appeal - Front Yard Parking,0,19.0,70.0,17,17.0,25% of ballots received by voters,2,65.0,5.0,0,2017-04-20,0.0,70.0,2020-04-21,2017-03-21,11.0,50% + 1 of received ballots,FYPA 2017-035,633.0,In Favour,84.0,Yes
789410,,Permit Parking,0,23.0,48.0,15,12.0,25% of ballots received by voters,8,48.0,0.0,0,2017-04-21,0.0,48.0,2019-04-22,2017-03-22,13.0,50% + 1 of received ballots,PPP 2017-036,634.0,In Favour,59.0,Yes
789411,253 Wychwood Ave,Front Yard Parking,0,12.0,18.0,12,5.0,25% of ballots received by voters,0,17.0,1.0,0,2017-04-22,5.0,18.0,2020-04-23,2017-03-23,7.0,50% + 1 of received ballots,FYP 2017-037,635.0,In Favour,19.0,Yes
789412,198 Warren Rd,Appeal - Front Yard Parking,0,12.0,44.0,8,10.0,25% of ballots received by voters,2,40.0,4.0,2,2017-04-22,0.0,44.0,2020-04-23,2017-03-23,7.0,50% + 1 of received ballots,FYPA 2017-038,636.0,In Favour,47.0,Yes
789413,,Traffic Calming,0,13.0,21.0,6,11.0,50% + 1 of ballots received by voters,7,20.0,1.0,0,2017-05-04,0.0,21.0,2019-05-05,2017-04-04,8.0,60% of received ballots,TCP 2017-039,637.0,Opposed,27.0,Yes
789414,,Traffic Calming,0,97.0,238.0,63,113.0,50% + 1 of ballots received by voters,30,224.0,14.0,4,2017-04-29,0.0,238.0,2019-04-30,2017-03-30,,60% of received ballots,TCP 2017-042,640.0,Response Rate Not Met,275.0,No
789415,,Traffic Calming,0,30.0,84.0,25,37.0,50% + 1 of ballots received by voters,2,71.0,13.0,3,2017-04-29,0.0,84.0,2019-04-30,2017-03-30,,60% of received ballots,TCP 2017-043,641.0,Response Rate Not Met,106.0,No
789416,888 Danforth Ave,Boulevard Cafe,0,13.0,39.0,13,10.0,25% of ballots received by voters,0,38.0,1.0,0,2017-04-26,0.0,39.0,2019-04-27,2017-03-27,8.0,50% + 1 of received ballots,BCP 2017-045,643.0,In Favour,48.0,Yes
789417,160 Pinewood Ave,Front Yard Parking,0,39.0,106.0,33,27.0,25% of ballots received by voters,2,106.0,0.0,4,2017-05-03,0.0,106.0,2020-05-04,2017-04-03,21.0,50% + 1 of received ballots,FYP 2017-046,644.0,In Favour,119.0,Yes
789418,71 Ronald Ave,Front Yard Parking,0,20.0,46.0,17,10.0,25% of ballots received by voters,0,40.0,6.0,3,2017-05-03,0.0,46.0,2020-05-04,2017-04-03,11.0,50% + 1 of received ballots,FYP 2017-047,645.0,In Favour,60.0,Yes
789419,166 Wineva Ave,Front Yard Parking,0,46.0,75.0,37,19.0,25% of ballots received by voters,8,75.0,0.0,1,2017-04-29,0.0,75.0,2020-04-30,2017-03-30,24.0,50% + 1 of received ballots,FYP 2017-048,646.0,In Favour,106.0,Yes
789420,,Traffic Calming,0,68.0,160.0,56,74.0,50% + 1 of ballots received by voters,6,146.0,14.0,6,2017-05-03,0.0,160.0,2019-05-04,2017-04-03,,60% of received ballots,TCP 2017-049,647.0,Response Rate Not Met,184.0,No
789421,335 Monarch Park Ave,Front Yard Parking,0,41.0,88.0,31,22.0,25% of ballots received by voters,2,87.0,1.0,8,2017-05-05,1.0,88.0,2020-05-06,2017-04-05,22.0,50% + 1 of received ballots,FYP 2017-050,648.0,In Favour,120.0,Yes
789422,129 Winnett Ave,Front Yard Parking,0,37.0,75.0,35,19.0,25% of ballots received by voters,0,75.0,0.0,2,2017-05-05,0.0,75.0,2020-05-06,2017-04-05,20.0,50% + 1 of received ballots,FYP 2017-051,649.0,In Favour,85.0,Yes
789423,2 Yarrow Rd,Appeal - Front Yard Parking,0,28.0,77.0,20,20.0,25% of ballots received by voters,4,77.0,0.0,4,2017-05-06,0.0,77.0,2020-05-07,2017-04-06,15.0,50% + 1 of received ballots,FYPA 2017-052,650.0,In Favour,100.0,Yes
789424,47 Ferrier Ave,Front Yard Parking,0,55.0,120.0,44,28.0,25% of ballots received by voters,10,112.0,8.0,1,2017-05-11,1.0,120.0,2020-05-12,2017-04-11,29.0,50% + 1 of received ballots,FYP 2017-053,651.0,In Favour,144.0,Yes
789425,1020 Gerrard St E,Boulevard Cafe,0,6.0,49.0,1,13.0,25% of ballots received by voters,5,49.0,0.0,0,2017-05-10,0.0,49.0,2019-05-11,2017-04-10,,50% + 1 of received ballots,BCP 2017-055,653.0,Response Rate Not Met,64.0,No
789426,1686 St Clair Ave W,Boulevard Cafe,0,5.0,38.0,4,8.0,25% of ballots received by voters,1,32.0,6.0,0,2017-05-10,0.0,38.0,2019-05-11,2017-04-10,,50% + 1 of received ballots,BCP 2017-056,654.0,Response Rate Not Met,55.0,No
789427,,Traffic Calming,0,56.0,89.0,30,46.0,50% + 1 of ballots received by voters,21,89.0,0.0,5,2017-05-12,0.0,89.0,2019-05-13,2017-04-12,34.0,60% of received ballots,TCP 2017-057,655.0,Opposed,110.0,Yes
789428,,Traffic Calming,0,124.0,271.0,86,135.0,50% + 1 of ballots received by voters,23,267.0,4.0,15,2017-05-20,0.0,271.0,2019-05-21,2017-04-20,,60% of received ballots,TCP 2017-058,656.0,Response Rate Not Met,328.0,No
789429,,Traffic Calming,0,75.0,132.0,54,66.0,50% + 1 of ballots received by voters,19,130.0,2.0,2,2017-05-13,0.0,132.0,2019-05-14,2017-04-13,45.0,60% of received ballots,TCP 2017-059,657.0,In Favour,156.0,Yes
789430,51A Auburn Ave,Front Yard Parking,0,55.0,89.0,43,22.0,25% of ballots received by voters,7,87.0,2.0,5,2017-05-13,0.0,89.0,2020-05-14,2017-04-13,29.0,50% + 1 of received ballots,FYP 2017-060,658.0,In Favour,113.0,Yes
789431,33 Ravenal St,Appeal - Front Yard Parking,0,32.0,103.0,28,26.0,25% of ballots received by voters,3,101.0,2.0,1,2017-05-18,0.0,103.0,2020-05-19,2017-04-18,17.0,50% + 1 of received ballots,FYPA 2017-061,659.0,In Favour,124.0,Yes
789432,764 Jane St,Appeal - Front Yard Parking,0,6.0,21.0,6,6.0,25% of ballots received by voters,0,21.0,0.0,0,2017-05-18,0.0,21.0,2020-05-19,2017-04-18,4.0,50% + 1 of received ballots,FYPA 2017-062,660.0,In Favour,221.0,Yes
789433,161 Waverley Rd,Appeal - Front Yard Parking,0,55.0,122.0,19,31.0,25% of ballots received by voters,33,121.0,1.0,3,2017-05-13,1.0,122.0,2020-05-14,2017-04-13,29.0,50% + 1 of received ballots,FYPA 2017-063,661.0,Opposed,147.0,Yes
789434,22 Norval St,Appeal - Front Yard Parking,0,31.0,120.0,23,28.0,25% of ballots received by voters,8,111.0,9.0,0,2017-05-20,0.0,120.0,2020-05-21,2017-04-20,17.0,50% + 1 of received ballots,FYPA 2017-064,662.0,In Favour,144.0,Yes
789435,22 Cedar Ave,Appeal - Front Yard Parking,0,31.0,49.0,10,13.0,25% of ballots received by voters,20,49.0,0.0,1,2017-05-13,0.0,49.0,2020-05-14,2017-04-13,17.0,50% + 1 of received ballots,FYPA 2017-065,663.0,Opposed,56.0,Yes
789436,38A Thelma Ave,Appeal - Front Yard Parking,0,23.0,51.0,18,11.0,25% of ballots received by voters,3,44.0,7.0,2,2017-05-18,0.0,51.0,2020-05-19,2017-04-18,13.0,50% + 1 of received ballots,FYPA 2017-066,664.0,In Favour,113.0,Yes
789437,131 Cedric Ave,Appeal - Front Yard Parking,0,58.0,142.0,40,36.0,25% of ballots received by voters,10,142.0,0.0,8,2017-05-19,0.0,142.0,2020-05-20,2017-04-19,30.0,50% + 1 of received ballots,FYPA 2017-067,665.0,In Favour,181.0,Yes
789438,14 Petman Ave,Appeal - Front Yard Parking,0,32.0,63.0,30,16.0,25% of ballots received by voters,1,63.0,0.0,1,2017-05-24,0.0,63.0,2020-05-25,2017-04-24,17.0,50% + 1 of received ballots,FYPA 2017-068,666.0,In Favour,67.0,Yes
789439,95 Ellins Ave,Appeal - Front Yard Parking,0,11.0,28.0,11,7.0,25% of ballots received by voters,0,28.0,0.0,0,2017-05-24,0.0,28.0,2020-05-25,2017-04-24,7.0,50% + 1 of received ballots,FYPA 2017-069,667.0,In Favour,40.0,Yes
789440,90 Wheeler Ave,Appeal - Front Yard Parking,0,67.0,129.0,55,32.0,25% of ballots received by voters,7,127.0,2.0,5,2017-05-20,1.0,129.0,2020-05-21,2017-04-20,35.0,50% + 1 of received ballots,FYPA 2017-070,668.0,In Favour,165.0,Yes
789441,55 Glenwood Ave,Front Yard Parking,0,55.0,93.0,49,23.0,25% of ballots received by voters,4,91.0,2.0,2,2017-05-25,0.0,93.0,2020-05-26,2017-04-25,29.0,50% + 1 of received ballots,FYP 2017-071,669.0,In Favour,109.0,Yes
789442,263 Lauder Ave,Front Yard Parking,0,54.0,128.0,39,29.0,25% of ballots received by voters,0,116.0,12.0,15,2017-05-25,8.0,128.0,2020-05-26,2017-04-25,28.0,50% + 1 of received ballots,FYP 2017-072,670.0,In Favour,165.0,Yes
789443,126 Lambton Ave,Front Yard Parking,0,44.0,120.0,32,28.0,25% of ballots received by voters,4,112.0,8.0,8,2017-05-26,0.0,120.0,2020-05-27,2017-04-26,23.0,50% + 1 of received ballots,FYP 2017-073,671.0,In Favour,157.0,Yes
789444,489 Glenlake Ave,Appeal - Front Yard Parking,0,30.0,68.0,26,17.0,25% of ballots received by voters,2,67.0,1.0,2,2017-06-09,0.0,68.0,2020-06-10,2017-05-10,16.0,50% + 1 of received ballots,FYPA 2017-074,672.0,In Favour,83.0,Yes
789445,,Traffic Calming,1,93.0,194.0,46,98.0,50% + 1 of ballots received by voters,32,194.0,0.0,14,2017-06-24,0.0,194.0,2019-06-25,2017-05-25,,60% of received ballots,TCP 2017-075,673.0,Response Rate Not Met,248.0,No
789446,36 Keith Ave,Front Yard Parking,0,21.0,88.0,16,21.0,25% of ballots received by voters,2,81.0,7.0,3,2017-06-24,0.0,88.0,2020-06-25,2017-05-25,12.0,50% + 1 of received ballots,FYP 2017-076,674.0,In Favour,114.0,Yes
789447,47 Florence Cres,Front Yard Parking,0,33.0,54.0,29,13.0,25% of ballots received by voters,2,52.0,2.0,2,2017-06-22,0.0,54.0,2020-06-23,2017-05-23,18.0,50% + 1 of received ballots,FYP 2017-077,675.0,In Favour,65.0,Yes
789448,49 Ardagh St,Front Yard Parking,0,27.0,54.0,13,14.0,25% of ballots received by voters,8,53.0,1.0,6,2017-06-24,0.0,54.0,2020-06-25,2017-05-25,15.0,50% + 1 of received ballots,FYP 2017-078,676.0,Opposed,58.0,Yes
